iteration,trainTime,trainmAP,trainAUC,trainCallbackTime,testmAP,testAUC,testCallbackTime,None
0,0.0945432186126709,0.005391184195584739,0.5054329272522334,18.789989233016968,0.005647090191738776,0.5041077271967482,14.591197490692139,
1000,77.82197904586792,0.16062734783446975,0.8744389810845973,14.53520154953003,0.15913578597818662,0.8640379935807806,14.48814868927002,
2000,76.16911506652832,0.1972482938699292,0.9208558924138855,14.807884931564331,0.19083279955407437,0.9112312838980878,14.68234920501709,
3000,75.55771136283875,0.21662615928423126,0.93569939315725,15.693655729293823,0.2078448154897907,0.926722692728348,14.615288019180298,
4000,75.73370933532715,0.22757790779079368,0.9412266840645259,15.767985105514526,0.2167035553509183,0.9330024716426035,14.65500783920288,
5000,75.73180747032166,0.2343554001545934,0.9441909297730358,15.572410106658936,0.2214635775541269,0.935782756422457,14.576715469360352,
6000,75.85242867469788,0.2422391356456198,0.9470741311650654,15.757509231567383,0.22828423446206977,0.9389035459108339,14.525098085403442,
7000,75.59356331825256,0.24441462290475496,0.9483448163017167,15.61416244506836,0.23177311748816246,0.9404015483310562,14.565776586532593,
8000,75.85057234764099,0.24921734258905173,0.9500677310285346,15.777591943740845,0.23588965007787777,0.9419926493648781,14.569944620132446,
9000,75.56201601028442,0.25065350400717623,0.9508864316242036,15.628798246383667,0.2363066567974952,0.9424115124509858,14.639739751815796,
10000,75.7213864326477,0.2535019616651178,0.9516660782235722,15.674338817596436,0.23960524346534634,0.943234269586412,14.614629745483398,
11000,75.49001717567444,0.25218207637448087,0.9523202667261547,15.622841596603394,0.2392109943021906,0.9437575050906367,14.564388990402222,
12000,75.62915444374084,0.2582186638913026,0.9537970668062353,15.6582612991333,0.24299900587592282,0.9452683391482868,14.639879941940308,
13000,75.56626510620117,0.2587447320415443,0.9540573669653029,15.736378192901611,0.242785045857335,0.945732220083626,14.792874813079834,
14000,75.71109318733215,0.25917286859093946,0.9538190792932658,15.822328567504883,0.24371699299886335,0.9454353760319376,14.67989182472229,
15000,75.50952291488647,0.26321818042164713,0.9554190182547708,15.685800790786743,0.24718947963284343,0.9466479304541886,14.590758800506592,
16000,75.66937327384949,0.2644977342061211,0.9560459111133687,15.70546841621399,0.24951606640177626,0.9472753086060702,14.531437397003174,
17000,75.52012038230896,0.26531437771991584,0.9558911067394412,15.712365627288818,0.24903864813696,0.9470780472948225,14.66185736656189,
18000,75.6892204284668,0.2667147394674618,0.9565265026983517,15.786412477493286,0.250190303133397,0.9475115494519526,14.308062076568604,
19000,75.44088077545166,0.26682035268626114,0.9567749376845046,15.212124109268188,0.25014555545671696,0.9479062727383757,14.038909435272217,
20000,75.60299158096313,0.26928440838555384,0.9566367711840108,15.145508766174316,0.25121838647816713,0.9477615504827566,14.092858791351318,
21000,75.55796122550964,0.2707187677988733,0.9571925828163288,15.181536436080933,0.25301295431354753,0.9483944023473617,14.112536907196045,
22000,75.72461986541748,0.27063416362425635,0.9569561358701163,15.392605781555176,0.2526364922568988,0.9479588534095529,14.208346843719482,
23000,75.44238352775574,0.2717863074054504,0.9575076738362616,15.231130361557007,0.25346454823844067,0.9482317084089015,14.226231575012207,
24000,75.66664814949036,0.27348853347434476,0.9575966173476831,15.331644296646118,0.25353430448359326,0.9484986699139161,14.230316877365112,
25000,75.59482622146606,0.27309433863556365,0.9577190929388644,15.227645874023438,0.254549649456302,0.9488196487070779,14.224771976470947,
26000,75.68822765350342,0.27320695105767334,0.9581120062838169,15.294091939926147,0.25355046723437374,0.9489539083976086,14.207141876220703,
27000,75.44593238830566,0.275472350871073,0.9580306615252778,15.253681182861328,0.2556499080599048,0.9489791044044623,14.239992618560791,
28000,75.8037965297699,0.27435967816934165,0.9586463539567363,15.309659719467163,0.25558178213092236,0.9496232313302341,14.20437479019165,
29000,75.50711131095886,0.27465679694022155,0.9580129249169714,15.23427939414978,0.2559171894377738,0.9489516081798673,14.243375539779663,
30000,75.61923432350159,0.274495987878043,0.9580920410551282,15.336925268173218,0.2554369315404147,0.9491465173809546,14.20206880569458,
31000,75.4439446926117,0.2761443087870969,0.9583060330508469,15.134186029434204,0.2569198878916107,0.9494557489259452,14.17013692855835,
32000,75.57912492752075,0.2764575443775968,0.95852038618658,15.154308319091797,0.25688599555691105,0.9495093130102269,14.297433376312256,
33000,75.43335270881653,0.2765347455877522,0.9587570573405774,15.090882539749146,0.2568370801749509,0.9498080876214394,14.076054096221924,
34000,75.66119265556335,0.2778116084392584,0.9592482984597293,15.254973649978638,0.2576443593108827,0.9502072239428828,14.142804861068726,
35000,75.45883512496948,0.2791056619530219,0.9593643974400002,15.228186845779419,0.25952381442534195,0.9504254649188459,14.16822862625122,
36000,75.57615828514099,0.27971210511262123,0.959463217754087,15.172839403152466,0.2593391556792323,0.9502375701438973,14.123985528945923,
37000,75.48985862731934,0.2791919051807347,0.9594173080758599,15.084142446517944,0.2578840334158345,0.9502925914108525,14.052101373672485,
38000,75.6553955078125,0.2791792785805376,0.9592623123632481,15.352561950683594,0.2572695840681352,0.9499804635363782,14.138869762420654,
39000,75.44766306877136,0.2800889598731508,0.9594714188278206,15.12261962890625,0.25782209656558697,0.9501608006072094,14.094402074813843,
40000,75.55168509483337,0.27982128566820297,0.9596421691533249,15.27361249923706,0.259210532349608,0.9503951921161581,14.192152976989746,
41000,75.45145010948181,0.28133953385925276,0.9597153253665899,15.215494155883789,0.2593071715965686,0.9504071409133568,14.230568647384644,
42000,75.63663935661316,0.280796007247475,0.9592491191188703,15.283442974090576,0.25898483348659046,0.9497518342174714,14.26603651046753,
43000,75.55754446983337,0.2816091061008556,0.9598150599247205,15.171846866607666,0.2595667228464327,0.950599945687401,14.197059631347656,
44000,75.57353520393372,0.28173520303046007,0.9596775580198695,15.233859300613403,0.25979872346719834,0.950193800054868,14.168972492218018,
45000,75.38911557197571,0.2824671679298321,0.9601442240788094,15.10232949256897,0.26056714727857594,0.9506864839105879,14.07822847366333,
46000,75.68865084648132,0.2816806603180142,0.9600206818639442,15.216269731521606,0.26045141973021013,0.9504223753151161,14.20887041091919,
47000,75.50701236724854,0.28225162576775226,0.9601214252961097,15.219507217407227,0.26024841779791114,0.9505258525222074,14.230605840682983,
48000,75.61564469337463,0.2828817335933796,0.959809046187498,15.200705528259277,0.2594389289543855,0.9501373523167678,14.222134351730347,
49000,75.43794512748718,0.28377053325543344,0.9603664807192928,15.258168458938599,0.2605293693636829,0.9506981806783682,14.240256309509277,
50000,75.70548105239868,0.2837489618196727,0.9600675684813441,15.314083814620972,0.26137191384668973,0.950493532710305,14.196193933486938,
51000,75.48333239555359,0.28378589155359624,0.959855134118877,15.232919692993164,0.26119242715946267,0.950203782781578,14.257354974746704,
52000,75.6356270313263,0.28345419192796834,0.9602538419742668,15.361622095108032,0.2611355920137241,0.9508355410702731,14.270641088485718,
53000,75.62376284599304,0.28435531117037555,0.9605751980102379,15.104426622390747,0.2624116130522444,0.9511333960092752,14.112916946411133,
54000,75.68551921844482,0.2846340141211498,0.9603268264036222,15.303240776062012,0.261209286621367,0.9509128040300994,14.216572761535645,
55000,75.59011697769165,0.28529461266241946,0.960562526943658,15.208237171173096,0.26176521002374176,0.9509355204518799,14.162608861923218,
56000,75.8363025188446,0.2854529228174298,0.9607679564422775,15.303219079971313,0.26265063511213405,0.9510668676223925,14.241109132766724,
57000,75.50771450996399,0.28585217992832823,0.9607564544348958,15.241753101348877,0.2626634016616237,0.9510060542376395,14.195380926132202,
58000,75.784348487854,0.2856452457408449,0.9607336894501728,15.217513084411621,0.26238896313593724,0.9510635306835009,14.092753648757935,
59000,75.463871717453,0.28653973542095335,0.9609724323453409,15.240144968032837,0.26232279329786984,0.9510887088331378,14.234921216964722,
60000,75.67438507080078,0.2871233395080546,0.9608117021189507,15.312196254730225,0.2632971907277034,0.9509530323035511,14.228331089019775,
61000,75.50489544868469,0.28761819692122637,0.961118465568828,15.27768087387085,0.261841790988049,0.9514578377221949,13.966885805130005,
62000,75.70914244651794,0.286717941599243,0.9607744868845537,15.283173084259033,0.26256235876009404,0.9510790745811237,14.22492504119873,
63000,75.51607823371887,0.2862966103565867,0.9608229240176361,15.254799842834473,0.26239761322925037,0.9510007116516362,14.240119934082031,
64000,75.64041924476624,0.2878304665719912,0.9613196697636187,15.306417226791382,0.2632708488759163,0.9516567795053057,14.279415607452393,
65000,75.53222370147705,0.2880964644567962,0.9614038760261668,15.221405982971191,0.2642554173110338,0.951639438214015,14.17945909500122,
66000,75.75702214241028,0.2872062661864008,0.9611583811754497,15.304586172103882,0.26299036104383994,0.9512426380250676,14.177313566207886,
67000,75.66715455055237,0.2870832865261985,0.9612918632288392,15.292356014251709,0.26287120795909946,0.9512355493174862,14.220651149749756,
68000,75.82201981544495,0.2873388016133132,0.9610696792131364,15.274129629135132,0.26384837380987275,0.9511566995277231,14.336487054824829,
69000,75.7249927520752,0.28785484604413863,0.9613597990249052,15.187391519546509,0.26418348520988444,0.9514749359910372,14.192152738571167,
70000,75.70550870895386,0.2878869126517459,0.9612174541324644,15.402391910552979,0.26470285892279577,0.9513881287854963,14.240989446640015,
71000,75.91642451286316,0.2890573900769738,0.9616710017526001,15.244864463806152,0.2649766383505613,0.9519570500336653,14.217817544937134,
72000,75.56085968017578,0.2887269865829491,0.9614843071819528,15.268352508544922,0.2651358996953916,0.9515761151040004,14.22457242012024,
73000,75.40521335601807,0.2886832879489354,0.961665653904621,15.11680793762207,0.26470359178548164,0.9514969323416258,14.16291093826294,
74000,75.63562273979187,0.2895313052394932,0.9619785718106278,15.233250141143799,0.2650558059799301,0.9518116167786277,14.233753442764282,
75000,75.94151449203491,0.28968893120348066,0.9619645420744425,15.221182107925415,0.26499163673380727,0.9518856633466151,14.188678979873657,
76000,75.62269425392151,0.2898313491849514,0.9617115599952177,15.31259298324585,0.26473596432278373,0.9516740378280522,14.289933443069458,
77000,75.88289594650269,0.29046294442922044,0.961601760563059,15.215394020080566,0.2650506689113882,0.9515435530760835,14.21414566040039,
78000,75.7805802822113,0.2907718136786769,0.9617687777340748,15.287836790084839,0.26491745707422243,0.9517294210276787,14.310531616210938,
79000,75.8760461807251,0.2905757664911466,0.961785480030023,15.10328197479248,0.26573868742801193,0.951725158370859,14.194596529006958,
80000,75.62997627258301,0.29049992596036733,0.961808003988741,15.229513883590698,0.26461082321018387,0.9518241257774385,14.185340881347656,
81000,75.44862127304077,0.29102650815703474,0.9619394608157444,14.91576099395752,0.265213014151416,0.9520706687917534,14.16317081451416,
82000,75.61370491981506,0.2901468834120258,0.961882712386292,15.246530055999756,0.26495668640000525,0.9518434648312305,14.171091794967651,
83000,75.4390926361084,0.2909143033485168,0.9621244872018128,15.18061876296997,0.26541724227722957,0.9518796139130613,14.253631591796875,
84000,75.52074766159058,0.290589367098838,0.9619730099727662,15.249782800674438,0.26498911970734784,0.951897590246525,14.18707799911499,
85000,75.45765471458435,0.2897097271639402,0.9619450366810901,15.140559196472168,0.264968073249406,0.951740224727979,14.10440468788147,
86000,75.54159331321716,0.29083954192989514,0.9623087982295538,15.261860609054565,0.2661667147757866,0.9523478695231298,14.14492416381836,
87000,75.49409294128418,0.2918409496316775,0.9622367878139455,15.046208381652832,0.2660576587662606,0.9522326357316133,14.255308866500854,
88000,75.61237573623657,0.29142614202571615,0.9619616416844837,15.290106773376465,0.26556496284083625,0.9516189715967408,14.165354490280151,
89000,75.63228583335876,0.29195420097278996,0.962154851039011,15.237023830413818,0.26586973217074483,0.9518326904810253,14.235671520233154,
90000,75.96787357330322,0.2907499550791101,0.961914999395032,15.766442060470581,0.26499777463007546,0.9516015786928427,14.488248825073242,
91000,75.82204675674438,0.29090212111763813,0.9620915104329908,15.356549978256226,0.2654430857790656,0.9521268579198771,14.357264995574951,
92000,75.87597465515137,0.29263981284245466,0.9623745549021541,15.691057205200195,0.2666936965021335,0.9522033440901275,14.473327398300171,
