iteration,traintTime,trainmAP,trainAUC,trainCallbackTime,testmAP,testAUC,testCallbackTime,None
0,0.605327844619751,0.005455679949857651,0.49928949910367687,18.089313745498657,0.005950702617691571,0.5014139274656613,12.350588083267212,
1000,36.970189809799194,0.19406750702487985,0.9046747968580187,13.2241690158844,0.18669930912322438,0.8935445345062439,12.209065198898315,
2000,35.17956590652466,0.23502104881848185,0.9354944663446872,13.226457595825195,0.2208698531521455,0.9253873703956805,12.210824251174927,
3000,34.489877223968506,0.25601525844911976,0.948479682951199,13.078173160552979,0.2384326426157748,0.9391317399718957,12.235412836074829,
4000,34.68222427368164,0.26635085155588145,0.9512076701920316,13.358922004699707,0.24712312397636682,0.942583067772754,12.251735925674438,
5000,34.4828827381134,0.27567442871566983,0.9547947928264592,12.969967365264893,0.2549566619661615,0.9461311632880338,12.068607807159424,
6000,34.602741718292236,0.2835551513671568,0.9571058062287537,13.06786036491394,0.2609621381619898,0.9480376960402077,11.943305730819702,
7000,34.362764835357666,0.28768127865606125,0.9589017509445699,12.878829956054688,0.2660122869340445,0.9502621905676691,12.145248174667358,
8000,34.64563512802124,0.2951480562824024,0.960388155872954,13.236753225326538,0.2714542819000854,0.9515381102023285,12.026603698730469,
9000,34.39533090591431,0.2977142010957201,0.9615905232478823,12.911766290664673,0.27351680460514305,0.9524643077995636,12.116062641143799,
10000,34.67382764816284,0.3013457508674716,0.9618119578194841,13.038606882095337,0.27553517873646627,0.9528712769044383,11.981953620910645,
11000,34.41377329826355,0.3036306432291152,0.9630443349000297,12.886679887771606,0.2783784149541252,0.954018015444403,11.974079847335815,
12000,34.640867948532104,0.3094322214884773,0.9645205573121687,13.115810632705688,0.28290772305277023,0.9555180432507197,11.9771888256073,
13000,34.415671825408936,0.30900947904298476,0.9636963657847545,12.77886152267456,0.28108777767045845,0.9543926101213055,11.996864318847656,
14000,34.56060290336609,0.31296134451012403,0.965043239184654,13.010992050170898,0.28424521983980416,0.9554026855585965,11.90453839302063,
15000,34.467320680618286,0.31690282199681813,0.9664209076594023,12.871192932128906,0.28683054522604806,0.9569749251386245,11.933025121688843,
16000,34.57408261299133,0.3166635958274709,0.965993421621443,12.933449029922485,0.28873796160772847,0.95674289940836,12.045541286468506,
17000,34.40524363517761,0.3181126353212792,0.9659818701456496,12.733142375946045,0.28719010068587825,0.9564506530446836,11.828463792800903,
18000,34.656336545944214,0.32127686351044826,0.9667841752339015,12.876124143600464,0.29152343181650975,0.9571546972382534,11.912260055541992,
19000,34.34116053581238,0.322599164805692,0.9676172292367946,12.831017017364502,0.29256147121042286,0.958204789914243,11.900134801864624,
20000,34.678008794784546,0.3242004002348216,0.9675600695016369,12.971154689788818,0.29309519241581367,0.9579553788789866,12.137382984161377,
21000,34.40793490409851,0.3252328857818299,0.9672818685649207,12.78857970237732,0.29249575754961676,0.9577745769902157,11.820104360580444,
22000,34.60466480255127,0.3274520431819447,0.9675597676830369,12.930854320526123,0.29548099861002497,0.9580614314374675,11.862125873565674,
23000,34.41600322723389,0.32846413373148203,0.9679192976387995,12.940324068069458,0.295479608462498,0.9584178173051549,11.866361141204834,
24000,34.5800404548645,0.3301706988950755,0.9686426644459956,13.021651983261108,0.29744254964778805,0.9590098929561802,12.05447244644165,
25000,34.47902488708496,0.3290477892388496,0.9679301383266524,13.106777667999268,0.2961458652612303,0.9581904145633163,11.803550720214844,
26000,34.613948583602905,0.3331393655433432,0.9684192833458644,12.999186515808105,0.29803677746595825,0.9586677153593216,11.885366916656494,
27000,34.42075061798096,0.3332908033597385,0.9684310125674132,12.996323347091675,0.2987977633204221,0.9586974696453345,11.811849594116211,
28000,34.57899045944214,0.33389144534305676,0.9690504113276844,13.067978858947754,0.30020052243191436,0.9593331421132014,11.953802347183228,
29000,34.48802590370178,0.33383907057422574,0.9688170032799481,12.850355386734009,0.3006943218450838,0.9591433431935713,11.896517276763916,
30000,34.640236139297485,0.3359802277965014,0.9691836730839162,12.995772361755371,0.3007652961391305,0.9593324120878086,12.00608205795288,
31000,34.39864182472229,0.33718192635974437,0.9693711796138934,13.037536144256592,0.3019010959949672,0.9594684351977236,11.927014827728271,
32000,34.65378260612488,0.33745803165581467,0.9694044093141734,13.0808744430542,0.30194132308631294,0.9595331272922129,12.17484974861145,
33000,34.38670063018799,0.33759945907265304,0.9694868974889805,12.94447946548462,0.30204012622093707,0.9595587956246053,12.077409505844116,
34000,34.72725963592529,0.33984560804799846,0.970022118892861,12.95780897140503,0.30356017893097753,0.9602136640296409,12.02187442779541,
35000,34.42316150665283,0.33979389316755054,0.9697339168199861,12.949134111404419,0.3026385158637397,0.959743734017498,12.10096025466919,
36000,34.73664379119873,0.3410883499996266,0.9698858472377274,13.055620670318604,0.3035251948851281,0.9596958588237092,12.077736854553223,
37000,34.399173736572266,0.340138261436764,0.9700220733297704,12.900774478912354,0.30406747628118613,0.9599472128931148,12.074353694915771,
38000,34.72384190559387,0.34269459876175296,0.9703694354925039,12.953004360198975,0.304794407242408,0.9601567228306435,12.16003942489624,
