iteration,traintTime,trainmAP,trainAUC,trainCallbackTime,testmAP,testAUC,testCallbackTime,None
0,23.124925136566162,0.005737934249154261,0.5061521446750448,19.14240550994873,0.0060038039274289004,0.5029246911153274,14.491825342178345,
1000,83.47719955444336,0.24054435773924704,0.9513436962704028,15.169087648391724,0.23218417886086276,0.9431799819991217,14.220895767211914,
2000,81.20666527748108,0.2702099126706398,0.9589904335769002,15.243940353393555,0.25345572730566585,0.9509878223077951,14.114837646484375,
3000,80.57991337776184,0.28168798900634373,0.9619052725268205,15.253813982009888,0.26168963438660864,0.9532617022301141,14.167990922927856,
4000,80.74532651901245,0.290248176934904,0.9635089740412849,15.315612554550171,0.26640942595446226,0.9543891888503535,14.216187953948975,
5000,80.60047888755798,0.2973206027158671,0.9648910988664007,15.239553689956665,0.2698410051288316,0.9550421941839695,14.241796731948853,
6000,80.63203859329224,0.3028915357130489,0.9658113142099114,15.385762929916382,0.2731122874665742,0.9559290471082519,14.279160022735596,
7000,80.60809183120728,0.3076532539966432,0.9667982084207807,15.300321817398071,0.27438073344030756,0.9563653276169599,14.24559497833252,
8000,80.72232365608215,0.3142485664318657,0.9676581311193526,15.33406662940979,0.27517330758724057,0.9563972021319508,14.336308479309082,
9000,80.41614246368408,0.31811337956944885,0.9685825425645251,15.131563663482666,0.27742280242667205,0.9569417007821245,14.176743745803833,
10000,80.71107196807861,0.3230884073212612,0.9691970977512226,15.352447271347046,0.2782700476629819,0.9570913324699559,14.315355062484741,
11000,80.55787563323975,0.3270887745803547,0.9696299508837724,15.247627019882202,0.27926827952742045,0.9572776894781977,14.189324378967285,
12000,80.68820524215698,0.33147960038007107,0.9701215869017649,15.25142216682434,0.28074770829975737,0.9571159653208114,14.275228023529053,
13000,80.55638003349304,0.3334529025585849,0.9706017711535518,15.245789766311646,0.2804205788022262,0.95769969720348,14.729943990707397,
14000,80.67729902267456,0.3369979472178884,0.9709936075062979,15.316482782363892,0.2820613846309045,0.9576367318065024,14.243906497955322,
15000,80.80833029747009,0.33961220072817966,0.9713224470984342,15.292808771133423,0.284196625095979,0.9578153880762753,14.441856145858765,
16000,80.51669025421143,0.34289229688923745,0.9718431520747124,15.19010329246521,0.28402245888208977,0.958173540900357,14.176789999008179,
17000,80.37246966362,0.34591576567212223,0.9721998088483508,15.14743685722351,0.28504335923635993,0.958234989509792,14.291192770004272,
18000,80.7857756614685,0.34713537485730217,0.9722413903997442,15.495965003967285,0.28463254026468954,0.9578390257259717,14.346357345581055,
19000,80.40763115882874,0.35002421659386973,0.9725886846433702,15.215925931930542,0.28434195266202406,0.958277154554925,14.173623085021973,
20000,80.64803338050842,0.35274624359161083,0.972961904846305,15.322265386581421,0.2854422252572159,0.9582149437596555,14.337224960327148,
21000,80.82782053947449,0.3533632485224839,0.9731553224501581,15.174500942230225,0.2863161761336609,0.9581399070889266,14.334669828414917,
22000,80.69046401977539,0.35603529930242095,0.9734269115666019,15.375733137130737,0.286218072350567,0.9583877741018338,14.38546085357666,
23000,80.64218473434448,0.3572381591069431,0.9736994823333475,14.771957159042358,0.28586815698842144,0.9581748078859441,13.719594478607178,
24000,81.29547142982483,0.3596730471740048,0.973808190370015,14.91738486289978,0.2866030923934562,0.9582947501137729,13.975960969924927,
25000,80.44056510925293,0.36104405640857706,0.9739331913474915,14.812886476516724,0.28673418799159484,0.9583363113520267,13.902379274368286,
26000,80.6098370552063,0.3625718603328005,0.9740459428987963,15.142666339874268,0.28626499855845716,0.958302436214711,13.885090351104736,
27000,80.48520135879517,0.36427235318740697,0.9742293333159097,14.912830591201782,0.2866866558436981,0.9583733995322314,13.917182207107544,
28000,80.45108079910278,0.3663860484285486,0.9744518981394688,14.880465507507324,0.2871977053348425,0.9583756374677082,13.87222170829773,
29000,80.39663529396057,0.3679208710721042,0.9745629274062217,14.95642375946045,0.2878861751642476,0.9585190131433639,13.938626527786255,
30000,80.6045937538147,0.3691193908253134,0.9746714818917495,15.076057434082031,0.2878401220792407,0.9584258448192164,13.975566148757935,
31000,80.40191769599915,0.37121393171307543,0.9749612619986573,15.024613857269287,0.28810834487024917,0.9584606699950996,14.017533302307129,
32000,80.62836170196533,0.3723279893916838,0.9751028738594151,14.924631595611572,0.2880065666458393,0.9583733085576003,13.92393159866333,
33000,80.31415390968323,0.3739981561348652,0.9751227840463538,14.804738998413086,0.2877939819911466,0.9587339449017876,13.913646936416626,
34000,80.49007225036621,0.37538637881654896,0.9752448029054979,14.916656017303467,0.28844288649862854,0.9585883452902036,13.936168670654297,
35000,80.34641551971436,0.3759867622573738,0.9752646063183708,14.896154642105103,0.28899909690431286,0.9584059620556409,13.87578010559082,
36000,80.63515996932983,0.3769121233267368,0.9754555401456292,14.999423742294312,0.28813780694354346,0.9585989215579125,13.96448540687561,
37000,80.36264634132385,0.37826193841560696,0.9755810515236004,14.97641658782959,0.2887339438692189,0.9585482169693569,14.002688646316528,
38000,80.57184720039368,0.3801815828056418,0.9757123489770742,15.031172037124634,0.28927492377505587,0.9584668119468043,14.001256942749023,
39000,80.5295295715332,0.3816592185694918,0.9756781058880564,14.869138240814209,0.28896578955678714,0.9584749547720043,13.897032260894775,
40000,80.62624049186707,0.3824243827159514,0.9757289618182959,15.063307285308838,0.28916802193850616,0.9584166356145983,14.043599367141724,
41000,80.35977578163147,0.3830353375846025,0.975809791191616,14.968566656112671,0.28962726997908816,0.9585332671353434,14.016903638839722,
42000,80.7004463672638,0.3840890047490999,0.9759552308068109,15.017251014709473,0.28933120449781685,0.958498141175514,13.98242473602295,
43000,80.50945138931274,0.3853081629327467,0.9759618651816651,14.90274453163147,0.2890982338772944,0.9585641392905855,14.08472752571106,
44000,80.64693760871887,0.386106087014066,0.9761418980275823,14.992881298065186,0.289616087487086,0.9586048860861398,14.124683380126953,
45000,80.49296402931213,0.38737819250131006,0.9761997374273933,14.897031784057617,0.28919272177159,0.9585571358372982,14.133897304534912,
46000,80.5784912109375,0.388544875172744,0.9762537099508913,14.956117630004883,0.28960446851397004,0.9585594817733107,13.999251127243042,
47000,80.39289903640747,0.3897347371366087,0.976376979668649,14.869340896606445,0.2898922991470272,0.9586695867026066,14.132887601852417,
48000,80.6525604724884,0.39039094386648227,0.9763744642166307,15.237979412078857,0.29001369560681306,0.9585477274404468,13.937791109085083,
49000,80.40558910369873,0.39208862903397085,0.9764615671943632,15.074590682983398,0.289416344975882,0.9585817807610151,13.986873149871826,
50000,80.7403826713562,0.39220216207473363,0.976477338540996,15.044374704360962,0.28961893524328647,0.9584607215946881,14.055084228515625,
51000,80.4095675945282,0.3931262239027399,0.9767085881741209,14.982311248779297,0.28989536186433007,0.9585205426797893,14.075525999069214,
52000,80.68107962608337,0.394054680396898,0.9768101185033812,14.971782922744751,0.289337237709978,0.958510574380076,13.943520784378052,
53000,80.44969010353088,0.39570451837570136,0.9769749202033235,14.926905870437622,0.2897123615122916,0.9584810672421573,14.130708456039429,
54000,80.83659434318542,0.39576269683311033,0.9768709244608952,15.20028042793274,0.28951320805549985,0.9582648216404592,14.148607969284058,
55000,80.53247141838074,0.3972160928557669,0.9769208718325576,14.953672885894775,0.289818441246675,0.9583987991352279,14.032647132873535,
56000,80.76877236366272,0.3970967063158985,0.9770542539456498,14.96997618675232,0.28948602053261097,0.9584418954456848,14.110439538955688,
57000,80.38417291641235,0.3985713086525134,0.9771057500348066,14.861981391906738,0.2896428232682666,0.9582864089150678,13.933457136154175,
58000,80.51342487335205,0.3995135970638778,0.9771097210500175,15.002540349960327,0.29000097284888066,0.9583156929214949,13.976725578308105,
59000,80.38876986503601,0.4004869226503952,0.9772640263111405,14.783151865005493,0.28949565168813846,0.9583506506078315,13.92748236656189,
60000,80.60727739334106,0.3997641796118755,0.9772990642834745,14.98745322227478,0.2890073305949643,0.9583807305703663,13.881563425064087,
61000,80.37260127067566,0.40065440313459666,0.9773105948278715,14.809260129928589,0.28964247376063645,0.9582372074372139,13.954798221588135,
62000,80.69507193565369,0.40182152090787754,0.9773947483570774,14.991050958633423,0.2897027162794239,0.9584151807080848,13.951040744781494,
63000,80.62770915031433,0.4021983529754734,0.9774096348496262,14.945865869522095,0.2895721204027863,0.9584657345877452,14.045018434524536,
64000,80.57615303993225,0.40281073167483783,0.9774595011563341,15.048174619674683,0.29037744504530266,0.9584556552665486,14.17948603630066,
65000,80.42609858512878,0.4044020074690279,0.9774028403683679,14.938113689422607,0.2905165528998119,0.9584083932811789,14.018412828445435,
66000,80.56766629219055,0.4045812994867982,0.9775208588069796,15.085908889770508,0.2902085518368569,0.958472047557449,13.898362398147583,
67000,80.40615797042847,0.40548984903919555,0.9775310791094545,15.01654601097107,0.2899342708388694,0.9585277361855478,14.111369132995605,
68000,80.4528317451477,0.4063623975606476,0.977661941493076,15.02508807182312,0.2894491242220506,0.9584370338635929,13.933876991271973,
69000,80.44054698944092,0.406436634652125,0.97774935183424,14.997761487960815,0.2896980279514151,0.9583633766204772,13.935169696807861,
70000,80.69034075737,0.40790536051359677,0.9778448856856167,14.948981523513794,0.28959817887116934,0.9583107324737788,14.037123203277588,
